EmployeeID,Department,SystemUsageHours,ProductivityScore
3240,Operations,28.47,8.2
3350,Engineering,22.85,1.28
3638,HR,18,5.25
1104,Finance,8.69,6.66
3421,HR,13.7,4.43
1621,Legal,12.01,3.72
2025,Operations,31.14,5.99
3773,HR,22.23,5.69
3459,Sales,2.2,4.5
5178,Sales,2.33,8.02
2034,Legal,22.2,9.38
2913,Engineering,3.59,9.2
3281,Sales,49.23,4.51
4539,Operations,16.7,2.21
5821,Marketing,8.09,1.34
1224,Legal,6.84,9.8
1387,Sales,8.92,7.24
5468,Finance,13.23,6.04
5898,Operations,9.12,3.8
4901,Finance,13.29,6.23
2910,Marketing,29.67,3.74
1109,Operations,15.73,1.26
2448,IT,2.39,2.81
1212,Sales,11.13,5.12
3445,IT,11.97,7.34
3898,Operations,1.88,5.75
4008,Marketing,39.9,1.46
2471,Finance,27.78,4.52
4645,Legal,47.23,1.58
4215,HR,42.15,5.2
3511,IT,24.56,4.24
4267,Sales,42.31,3.47
2361,HR,3.84,7.6
5163,HR,34.35,3.58
3276,HR,15.17,1.21
1277,Operations,11.72,9.97
5284,Sales,24.35,1.23
4608,Finance,25.3,4.22
3873,Operations,41.87,9.49
2947,Engineering,17.58,7.23
2422,IT,47.81,8.59
2352,Operations,8.4,6.23
5115,Operations,20.08,6.56
2523,IT,18.64,2.08
4416,Sales,42.94,4.48
4549,Operations,49.79,4.18
2692,HR,17.79,3.45
1295,HR,26.39,7.71
3952,Engineering,47.2,4.79
1542,IT,13.93,8.03
5668,IT,12.37,4.5
1168,Sales,6.26,9.47
1026,IT,16.46,3.85
5050,Sales,30.13,7.47
3949,Sales,0.3,5.11
5347,HR,11.2,4.81
1688,Operations,38.8,7.32
3383,Marketing,26.77,9.18
1022,Sales,31.58,1.57
3766,Marketing,38.51,7.19
2992,Finance,8,8.43
5645,Finance,22.81,7.79
5549,Operations,43.2,5.56
4352,Finance,5.04,9.8
2691,Engineering,49.14,5.51
5965,Marketing,28.16,4.15
1394,Sales,31.16,4.18
2583,Sales,0.49,9.93
5231,HR,6.14,5.17
3550,Operations,49.67,4.87
1240,Marketing,47.79,3.44
1326,IT,16.87,8.87
4482,Sales,49.76,9.94
1555,Finance,5.2,5.47
1375,Operations,2.77,6.37
1308,Legal,20.4,7.41
5558,Engineering,19.63,9.11
2274,Marketing,3.78,1.26
4525,Operations,11.68,5.73
4187,Marketing,5.73,4.98
5435,Operations,5.62,2.1
1803,Marketing,45,4.07
4926,Legal,27.43,6.67
2545,IT,28.27,2.54
2853,Finance,10.75,9.04
3650,IT,15.34,7.42
2090,HR,35.58,5.45
4592,Finance,31.66,1.56
2962,IT,25.94,3.07
2898,Operations,13.63,9.61
5684,IT,37.3,1.13
2304,Legal,5.93,4.77
1655,Operations,15.45,9.47
4064,HR,43.29,8.14
4567,Legal,34.66,9.1
4160,Sales,34.89,5.81
3649,Engineering,8.45,8.42
3037,Finance,12.42,4.87
2641,Marketing,22.79,3.3
5323,Marketing,5.69,2
5411,Legal,30.26,8.14
5554,Sales,43.41,9.8
2323,IT,19.84,1.7
5492,Engineering,33.28,1.2
5069,Legal,11.57,3.79
5553,Legal,35.79,6.84
2720,Operations,15.18,6.15
3341,Legal,36.07,9.15
1866,Finance,39.24,3.22
4534,Engineering,7.34,5.77
4480,Engineering,6.53,6.02
2946,HR,8.67,3.28
4877,Legal,42.46,7.34
2479,Marketing,27.13,1
2942,Marketing,30.62,3.63
4571,Finance,35.46,3.42
4269,Operations,29.56,2.44
1638,Engineering,40.59,7.71
1675,Operations,15.13,7.28
2055,Marketing,8.92,4.02
2136,HR,3.88,5.36
5448,Operations,5.06,4.71
1780,HR,20.48,4.16
2103,Finance,45.92,1.89
4698,Engineering,21.91,1.67
5765,Legal,27.1,5.72
3478,HR,20.5,6.09
2057,Marketing,20.23,5.49
3513,Finance,48.13,4.91
1409,Engineering,34.87,4.48
5600,Marketing,21.54,5.64
4162,Operations,21.17,5.16
4403,HR,24.62,7.49
2146,Finance,32.64,9.74
5465,Finance,22.16,4.81
2587,Legal,45.8,3.03
4529,IT,5.63,5.84
2370,Engineering,14.9,1.47
1591,Marketing,25.43,1.87
4129,Operations,36.46,6.39
1423,Operations,28.05,5.4
2126,Operations,28.35,1.78
4505,IT,41.77,7.21
3765,Legal,15.67,3.65
5821,Operations,4.86,3.86
2564,Engineering,24.48,7.24
3654,Sales,12.99,4.3
4604,IT,43.59,4.04
1949,IT,22.6,8.93
4856,Operations,23.18,6.33
3729,Finance,17.46,8.03
1880,Sales,34.22,5.25
1946,IT,1.33,4.25
4933,Finance,14.62,3.24
4558,Sales,0.4,6.96
4167,Sales,12.43,2.14
4202,Operations,36.73,5.86
4723,Engineering,37.83,2.54
4103,Sales,15.15,8.39
2535,Sales,47.22,6.31
2848,HR,41.67,3.76
4944,Marketing,18.89,2.34
3462,Marketing,27.55,9.92
4405,Legal,32.73,9.2
5392,Legal,5.34,6.16
2509,Marketing,29.48,6.28
4373,Operations,40.11,4.69
3510,Finance,33.99,5.02
1643,IT,26.76,7.7
5421,Sales,32.96,6.89
3107,Finance,0.47,8.84
4977,Finance,15.47,5.3
1663,Marketing,42,1.67
2445,IT,10.81,8.36
2275,Finance,34.72,7.76
3126,Sales,7.05,3.64
4879,Finance,5.87,5.53
4409,Engineering,34,1.79
3812,Finance,15.79,5.08
2681,HR,29.7,7.02
2893,Sales,26.59,7.44
2269,Finance,47.51,7.22
3819,Sales,45.87,3.36
1631,Engineering,6.42,1.24
1886,IT,7.87,1.69
1665,HR,13.65,8.65
5072,Operations,33.97,8.52
5759,IT,13.14,1.45
3334,IT,30.74,7.49
3072,Legal,28.87,6.87
3817,Finance,25.43,4.85
2576,Engineering,3.13,4.36
4340,Engineering,25.43,5.58
5895,HR,27.82,5.53
4346,Operations,33.18,8.39
4174,Legal,44.44,5.2
3857,Legal,46.43,6.52
1809,IT,17.64,4.59
5858,Finance,23.48,5.89
4121,HR,33.07,4.06
1421,Operations,39.21,5.39
4970,Marketing,36.77,3.1
1012,Legal,5.59,4.43
2916,Legal,25.05,6.86
2314,Engineering,4.17,3.44
1559,IT,49.98,9.65
2300,Sales,0.06,8.58
4354,Operations,40.74,3.44
2024,Marketing,5.2,7.87
5768,HR,20.01,6.53
4073,Marketing,7.76,6.4
5134,HR,9.96,3.98
4930,Legal,48.62,4.26
3057,Marketing,25.22,2.65
5689,HR,35.39,1.71
2127,Legal,30.8,4.44
5525,Legal,25.3,7.82
5722,HR,7.73,4.67
5672,IT,39.38,7.61
3910,Legal,38.48,7.53
5660,Finance,4.54,9.95
3188,Legal,39.19,1.35
1521,Engineering,47.46,7.68
3895,Sales,15,1.54
5535,Operations,18.15,5
4557,Engineering,41.37,4.71
1116,Sales,41.5,9.19
1847,HR,38.36,8.67
4414,IT,33.4,9.71
4829,Operations,24.39,4.95
5087,Sales,43.75,8.1
5500,Marketing,40.34,3.63
2742,Engineering,12.16,3.31
3008,Legal,13.47,9.21
1877,Legal,14.72,7.39
1709,Finance,43.16,9.47
4079,Operations,15.73,8.77
5932,Legal,17.53,6.67
2391,Sales,42.06,6.56
3362,Sales,39.55,3.62
5169,Marketing,25.03,5.05
1664,Operations,27.83,7.74
3117,Operations,13.61,2.79
1488,HR,26.93,1.57
1984,Finance,12.44,1.84
3757,IT,28.71,3.02
3758,Finance,34.1,1.78
1371,Legal,30.81,2.01
1033,IT,13.27,1.72
1536,Engineering,44.09,5.1
2704,Finance,39.4,9
3482,Sales,26.67,7.38
1937,Finance,38.47,5.74
2719,Finance,24.36,9
4652,Marketing,3.22,1.34
3084,Engineering,34.69,2.51
3256,Operations,30.67,7.82
2955,Finance,33.69,6.48
1242,Operations,17.99,7.03
2352,Sales,48.78,4.83
5195,HR,9.23,3.51
1184,Marketing,3.66,4.38
4593,HR,2.53,6.54
3577,Finance,13.08,2.23
1366,Engineering,43.74,5.61
1386,Legal,40.18,5.01
2424,Finance,49.18,6.02
5170,Marketing,17.2,9.8
4084,HR,37.42,6.12
3715,HR,45.07,6.9
2203,IT,19.33,6.84
2605,Legal,0.23,8.16
2214,Operations,2.67,7.76
5880,Marketing,4.57,1.57
1176,Engineering,16.05,7.26
3253,Sales,42.23,7.79
5734,Sales,1.57,6.28
5152,Sales,38.18,4.69
5753,Engineering,23.33,6.19
2506,Operations,10.43,8.17
5147,Sales,26.73,7.86
3181,Legal,13.4,5.85
2443,Legal,42.65,5.16
2328,Operations,33.71,7.32
1725,Engineering,0.87,1.28
4805,Sales,48.51,7.14
2115,HR,5.9,4.6
1385,Operations,10.26,6.28
1516,HR,36.61,4.26
3070,HR,48.61,3.73
1036,Operations,8.26,3.96
4869,Operations,37.35,1.32
3582,IT,42.97,4.29
1105,Operations,8.85,5.28
1168,Operations,41.82,4.12
2213,IT,32.41,7.13
2548,IT,27.24,6.44
4210,Operations,33.09,7.04
1439,Sales,16.09,9.33
1153,IT,6.22,5.6
5472,Finance,0.24,4.03
3637,Engineering,36.66,2.51
4526,Operations,8.76,4.77
4839,Engineering,10.25,3.64
3859,Engineering,26.26,1.9
4450,Operations,41.73,4.97
5341,Engineering,32.38,1.35
2195,Sales,24.72,3.63
2360,Marketing,41.82,4.32
4927,IT,12.29,2.41
4124,Sales,29.88,4.18
5199,Sales,9.32,5.03
4531,Operations,39.04,7.92
2896,HR,9.94,3.39
5305,Finance,13.18,8.21
5320,IT,21.37,7.96
1116,Operations,25.18,8.13
3232,Finance,6.38,7.26
5063,Operations,27.75,5.71
1641,Operations,43.54,2.36
3490,Engineering,14.14,7.76
4767,Sales,27.88,7.61
4790,Engineering,1.41,9.32
2421,Operations,46.88,3.27
2938,HR,41.87,8.43
3150,HR,49.85,4.07
2907,IT,22.36,3.93
2387,Sales,23.64,8.4
2015,Legal,27.92,4.99
1601,Engineering,40.11,3.57
3241,Legal,18.25,8.25
5144,Marketing,8.72,2.75
1290,Engineering,43.49,3.28
1483,Operations,12.45,5.23
5143,Legal,31.13,5.84
4887,Sales,31.82,2.15
4568,Finance,12.44,7.61
3574,HR,19.07,4
2591,IT,34.69,3.83
3226,Engineering,1.44,5.34
3104,Finance,31.97,2.55
1831,Legal,9.21,4.55
4220,IT,28.18,6.4
1590,Sales,30.11,4.59
5396,Marketing,22.93,3.22
4894,Legal,22.46,3.63
4867,Operations,20.89,6.07
3518,Legal,35.29,3.99
1253,Finance,11.18,7.38
3245,Operations,14.43,3.13
1338,Sales,23.33,3.32
2831,Operations,38.31,2.53
3351,Engineering,28.73,5.67
5130,Operations,1.14,4.96
5901,Marketing,32.79,2.19
3263,Engineering,34.9,1.1
1335,Sales,29.17,2.09
3351,Marketing,44.05,5.11
5988,Engineering,20.1,4.69
4489,Finance,45.99,1.04
1148,Operations,47.73,5.32
1641,HR,37.79,4.61
1584,HR,47.19,5.18
2720,Engineering,24.19,7.56
1511,Operations,32.81,8.18
4257,Finance,12.15,8.42
1772,HR,34.46,9.16
3931,Marketing,48.16,5.95
2353,IT,48.93,4.3
2209,IT,29.48,1.23
4394,Finance,18.42,8.89
5195,Operations,43.64,2.95
2524,Sales,41.47,7.51
2119,Marketing,30.64,1.92
3845,Finance,42.09,9.19
5674,Marketing,43.2,3.96
5620,Legal,32.07,1.22
5119,IT,38.44,2.36
3344,Sales,47.77,4.23
4564,Finance,24.99,4.03
2133,Legal,35.65,2.06
2993,Legal,5.71,4.01
3226,Engineering,1.34,4.09
1497,Operations,24.36,7.68
4772,Legal,14.76,1.32
5799,Sales,3.85,2.34
4912,Engineering,11.01,2.85
1586,Legal,29.09,4.83
4769,IT,12.14,2.13
2838,Finance,22.15,1.02
3593,Marketing,35.46,8.08
2882,Finance,47.31,2.56
4564,HR,43.4,8.82
3310,Legal,25.17,8.39
2603,IT,27.82,3.52
1421,Legal,8.28,3.47
4568,Sales,39.76,4.3
3501,Finance,49.38,8.18
1112,Finance,43.01,2.4
2846,Finance,19.83,5.59
1042,Engineering,5.59,3.57
4794,Finance,36.01,5.99
3231,Marketing,33.58,2.95
4874,Marketing,47.74,7.45
2312,IT,12.07,5.66
1413,Finance,41.09,7.14
1931,Legal,21.2,2.73
5936,Sales,17.06,6.58
1411,Operations,44.89,6.95
5491,HR,30.57,7.98
2690,Engineering,32.43,3.13
2496,Legal,12.88,5.45
1533,Finance,29.7,3.07
4110,Finance,30.6,9.28
3873,IT,17.46,1.89
3857,HR,27.1,4.52
1334,Legal,2.54,1.99
5385,Finance,12.69,6.57
4531,Operations,36.18,6.65
5097,HR,45.6,9.8
2925,Engineering,28.49,6.3
1692,HR,25.04,7.89
4936,Operations,48.59,3.7
1800,Marketing,39.71,5.87
4021,Sales,44.11,7.98
3378,Sales,47.84,8.03
5171,Operations,23.09,8.17
1012,Marketing,5,5.82
3270,Sales,7.83,2.42
2099,Marketing,27.58,6.66
4217,Finance,8.12,2.09
5583,IT,38.42,2.54
2727,Operations,1.38,7.67
1026,HR,31.93,5.01
4137,IT,46.62,7.08
2860,Engineering,31.25,6.72
5626,IT,27.98,9.41
4962,Engineering,13.54,3.08
1343,Marketing,14.91,2.98
1361,Operations,24.79,9.81
4647,HR,8.46,1.83
5608,Finance,25.84,7.2
1876,Marketing,47.29,2.56
1688,Finance,3.57,6
2664,Legal,18.97,9.11
3528,HR,40.16,2.05
3234,IT,48.59,5.01
5825,Operations,12.4,5.73
1454,IT,30.93,4.14
4458,HR,5.33,1.42
4236,Marketing,16.44,7.18
4244,Finance,18.55,5.74
2834,Marketing,24.87,2.18
4248,IT,25.71,7.92
5668,Sales,3.07,9.75
4453,Sales,45.28,6.44
1365,Marketing,49.53,1.72
3918,Finance,6.33,1.04
2843,Operations,8.59,9.67
3161,Sales,13.12,4.87
5096,IT,33.82,8.54
5701,Legal,24.84,8.98
3874,Marketing,1.28,4.15
4762,Sales,1.92,9.8
4728,Sales,33.32,3.59
2898,IT,39.7,2.13
4889,IT,35.77,5.81
2078,Operations,29.85,8.1
5713,IT,13.82,8.43
2017,Engineering,10.39,6.92
1411,Engineering,47.24,3.18
5387,Sales,16.21,5.4
5293,IT,0.94,3.1
3903,Sales,49.84,4.91
4812,Engineering,8.8,4.03
4491,Finance,31.32,7.77
5891,Marketing,15.68,1.34
3381,Legal,49.17,2.61
4496,Marketing,33.18,9.03
1794,IT,12.14,3.63
5549,Legal,40.5,5.34
3282,Operations,5.64,3.13
1737,Sales,40.56,8.94
3235,Finance,0.21,7.09
3899,Finance,17.47,2.36
2977,IT,9.87,9.6
4732,HR,11.58,3.96
5542,Sales,34.42,4.31
4293,HR,35.68,1.83
4418,Marketing,13.95,7.29
5437,HR,42.36,2.05
3260,IT,43.12,4.86
3633,Engineering,44.97,7.69
4067,Engineering,49.59,4.51
3461,Finance,47.73,8.13
1410,Engineering,27.94,5.23
2705,IT,22.25,2.66
2066,Operations,9.14,4.24
3550,Sales,35.64,2.62
2544,Engineering,23.09,3.74
2380,Engineering,8.28,1.94
3994,Marketing,37.91,6.61
5390,Operations,22.57,1.48
4079,IT,31.43,7.99
4173,Finance,39.78,9.2
3295,HR,7.81,9.83
5266,Legal,16.08,7.37
1775,Marketing,6.1,8.51
3940,HR,47.56,5.66
1780,Sales,2.08,9.87
4647,Engineering,45.31,1.69
5320,Legal,0.74,3.59
5005,Marketing,14.63,8.15
4111,Marketing,25.75,6.38
2038,Legal,25.61,8.85
5196,Finance,31.15,2.14
3059,HR,5.66,4.98
1332,Operations,2.61,7.41
4363,Legal,30.06,2.03
3173,Finance,11.75,9.07
4100,Engineering,38.04,3.07
4133,Engineering,28.73,2.99
4521,Finance,1.59,2.11
1425,Engineering,43.96,6.11
1045,Operations,13.5,4.92
5659,HR,6.34,1.24
2298,Engineering,14.43,6.68
4084,Marketing,18.06,1.46
5872,Operations,22.23,4.37
3772,IT,33.36,9.17
1156,Sales,20.69,9.39
4267,IT,8.22,4.37
3352,Sales,49.63,7.39
2561,Marketing,33.61,1.7
1561,Finance,3.47,5.6
5346,Engineering,17.36,4.62
3068,Sales,31.97,6.52
5560,Marketing,27.54,4.11
3795,HR,45.18,4.61
2979,Legal,37.75,9.93
4823,Sales,7.65,1.68
3356,Sales,21.23,8.27
1187,Sales,15.17,6.84
4888,Sales,22.28,9.38
1070,HR,2.84,5.59
2973,Engineering,46.63,7.9
1942,Legal,25.17,3.02
1818,Operations,31.64,2.21
1389,IT,32.12,7.83
1347,Legal,9.22,9.67
4542,Marketing,43.19,4.07
1593,HR,15.12,7.47
2347,Sales,38.42,6.41
2048,Engineering,36.5,8.73
4302,Legal,26.92,6.62
4864,Engineering,13.55,6.48
3646,Finance,45.67,2.53
5787,Operations,30.99,3.68
2835,Sales,6.27,4.47
1664,Legal,44.82,9.37
5593,Sales,28.11,1.65
4089,IT,27.15,7.49
4301,IT,24.74,9.79
4218,Finance,10.34,7.65
1851,Engineering,16.22,6.03
5724,Finance,20.5,3.22
1621,Marketing,32.74,4.86
1670,Finance,32.82,2.74
2415,Sales,8.75,7.31
4582,Legal,43.53,7.24
2544,Finance,32.12,3.15
1437,Operations,31.36,9.95
2200,HR,6.27,2.5
3509,Legal,43.85,9.7
3740,Sales,5.86,5.61
2908,Marketing,43.1,8.95
2871,IT,20.47,6.23
2520,HR,25.03,6.64
3771,Operations,19.29,5.93
3075,Engineering,27.51,3
5974,Sales,1.89,8.39
5679,Sales,45.87,2.6
3548,Engineering,15.74,1.56
1632,Finance,43.41,5.43
1667,Legal,34.15,8.5
1096,HR,13.07,4.04
2565,Sales,8.56,6.85
2504,HR,21.25,6.58
3457,Sales,11.37,5.26
1468,Operations,13.75,4.78
3080,Legal,5.2,1.05
2920,Legal,30.65,8.73
1636,Engineering,43.83,4.31
3580,IT,48.52,8.79
4149,Finance,42.51,1.48
2563,HR,3.87,5.37
3925,Sales,20.48,7.03
3533,Legal,10.57,5.44
3144,IT,3,5.7
2548,HR,15.48,4.21
3622,Finance,46.77,1.57
3981,Engineering,2.76,8.38
4951,Marketing,28.4,5.44
2778,Engineering,2.86,8.2
5113,Legal,42.34,6.61
1241,Legal,38.96,7.38
2291,Operations,3.78,7.57
3717,IT,44.8,1.12
5715,Operations,36.74,7.34
2838,Finance,31.68,8.71
2430,IT,7.98,9.33
2022,Marketing,30.09,9.26
3911,Sales,25.88,5.48
2653,Marketing,12.69,5.94
1019,Engineering,0.82,6.83
2266,Engineering,42.38,8.63
3802,Finance,11.53,3.38
1083,IT,43.72,6.54
3096,Sales,35.82,3.5
4707,Sales,7.25,1.26
1226,Finance,11.85,1.03
3317,IT,3.5,6.12
5554,Operations,7.63,6.78
2313,IT,16.19,5.86
5862,HR,6.48,9.29
3497,Operations,13.59,1.25
1606,Marketing,46.64,2.05
4337,Finance,49.42,8.18
3762,Sales,29.97,5.22
2013,Operations,47.06,5.55
3553,Sales,17.3,3.71
5501,Legal,7.26,6.63
4334,IT,44.66,5.68
4435,Sales,27.89,2.09
5262,Operations,46.76,4.91
5816,Operations,23.18,5.17
5784,Finance,37.52,7
2467,IT,31.98,1.77
4021,Marketing,29.34,1.14
5745,Finance,45.34,1.35
4243,Marketing,37.76,8.97
5332,Sales,38.83,6.73
1893,Operations,16.01,2.73
1926,HR,43.71,7.1
3349,IT,13.59,4.77
5131,Finance,30.51,3.5
4492,Sales,34.66,5.52
5592,Sales,16.98,5.57
1798,HR,44.36,7.18
3771,Sales,43.46,2.61
3185,Marketing,14.4,9.35
5114,Operations,13.45,9.77
5728,Engineering,49.83,4.1
5883,Marketing,45.22,8.79
1236,Operations,14.44,1.84
1657,Engineering,40.49,2.34
2293,Sales,26.22,7.22
3179,IT,24.44,6.2
4333,Engineering,29.08,5.61
2322,Legal,39.95,5.03
5838,Finance,31.32,6.36
1012,IT,27.47,5.81
3081,Sales,30.46,8.19
5814,Marketing,16.22,2.59
1903,Operations,46.81,5.38
5258,Operations,44.59,7.88
5617,Operations,25.5,9.37
2038,Engineering,31.55,4.32
2701,Sales,30.79,8.91
4349,Marketing,23.57,9.55
1952,Engineering,14.96,4.32
3570,Engineering,40.27,3.32
2123,Legal,33.92,5.09
5365,Marketing,3.21,3.66
2895,Legal,39.51,2.84
4436,Marketing,18.29,5.33
3111,HR,8.99,8.72
2884,Engineering,40.42,8.63
5823,Marketing,24.2,6.65
3093,Finance,38.9,7.99
5866,Legal,3.12,3
3336,Legal,7.76,2.18
2092,Marketing,34.42,9.13
2431,Sales,0.04,3.58
1065,IT,32.94,5.48
3461,Engineering,14.23,1.24
2311,Engineering,30.19,6.31
2962,HR,22.98,3.78
1352,Finance,49.42,1.71
2272,Finance,0.72,9.27
5056,Engineering,46.43,8.4
2053,IT,39.71,2.01
3910,HR,8.55,1.17
5327,Sales,49.08,8.11
1594,Operations,35.6,7.63
2290,Operations,32.3,2.91
4917,Finance,37.02,5.52
3691,Engineering,10.42,6.19
1420,IT,46.02,9.18
4431,Sales,14.53,8.31
5537,Sales,28.65,8.17
4654,Operations,30.4,8.65
2295,Marketing,22.7,4.37
3981,HR,19,3.91
2940,Sales,30.01,3.61
4860,IT,13.98,5.24
3632,Sales,11.44,8.02
1090,Operations,7.37,6.84
4072,Engineering,21.55,2.97
2754,Legal,42.85,3.43
4776,Sales,14.93,4.87
4210,Operations,36.32,8.43
1981,Engineering,40.94,7.47
5648,HR,25.57,2.18
3314,Sales,14.51,1.21
1604,IT,35.26,9.72
3292,HR,47.36,7.84
2775,Finance,3.27,6.91
5486,Legal,47.98,7.28
5731,Sales,2.22,7.42
2798,IT,8.69,4.92
1648,Finance,9.56,4.41
4803,IT,43.49,7.08
5927,Marketing,15.6,3.96
1946,Engineering,9.11,6.76
5687,Finance,33.5,8.15
2507,HR,43.83,5.78
2487,Marketing,16.56,1.1
4324,Marketing,31.26,6.48
5744,HR,5.53,4.52
2247,Marketing,39.59,2.84
5923,Finance,37.73,3.05
3546,Marketing,18.78,1.38
5891,Finance,29.15,1.53
5797,Legal,19.35,8.03
2111,Marketing,20.57,6.5
3527,Engineering,10.81,3.28
1644,Engineering,14.17,8.84
5469,Finance,25.12,5.09
3598,Legal,16.32,4.93
1195,Operations,26.79,9.86
1966,Legal,46.64,6.99
2766,Finance,21.91,6.39
1255,HR,7.6,1.1
5945,Operations,3.96,3.43
5536,Legal,23.68,7.62
5439,Operations,3.3,3.27
4375,Sales,44.3,1.12
2540,Legal,40.05,1.96
4080,HR,15.28,5.63
2121,Legal,16.93,9.38
1899,Marketing,30.67,7.58
5315,Marketing,0.35,4.24
5166,HR,18.62,9.09
1144,Finance,39.01,4.52
5039,Marketing,12.78,2.96
2299,HR,26.23,7.64
4709,Finance,21.59,6.72
3170,Engineering,4.29,3.04
2579,Engineering,39.64,4.41
2584,Operations,32.33,1.57
1997,Legal,12.13,6.68
5059,IT,45.3,2.91
1516,IT,15.08,5.39
2740,Operations,23.12,5.25
2220,Legal,18.29,4.13
5085,HR,24.67,1.33
4087,Operations,16.04,1.51
4916,Marketing,32.81,1.35
3578,Operations,28.68,3.88
1476,Sales,36.73,3.75
2580,HR,25.18,4.4
2318,Sales,35.17,6.79
1330,Finance,25.98,9.98
2939,Finance,5.36,4.81
4641,Sales,46.27,6.3
2960,Engineering,2.02,4.7
5271,Engineering,12.44,8.15
3598,HR,35.82,9.92
5312,IT,26.4,3.93
1655,Marketing,39.72,6.57
5158,Finance,13.31,8.75
4785,Operations,12.27,3.66
5294,IT,3.62,1.92
2171,IT,6.28,5.1
5894,IT,24.61,1.26
2926,Operations,16.73,5.15
3850,Engineering,30.23,7.28
2915,Engineering,12.31,5.85
4540,IT,47.85,9.35
4340,Sales,44.37,6.12
5358,Marketing,20.94,2.58
5937,Engineering,42.01,3.83
1685,Sales,7.21,9.5
5823,HR,33.63,8.45
5152,Engineering,41.58,2.98
1115,Marketing,12.28,8.98
3608,Marketing,34.42,7.16
2164,HR,30.21,9.16
4272,IT,8.79,6.17
1083,Operations,42.34,8.19
5633,Legal,47.94,8.48
1643,Marketing,29.03,8.65
3035,Sales,39.96,2
4217,Operations,14.73,4.86
4688,Engineering,17.56,8.49
5263,Sales,38.76,6.16
1710,Finance,48.28,4.02
4917,IT,21.95,1.34
1718,HR,18.62,7.97
4527,Legal,11.8,8.81
2458,Marketing,31.96,9.17
1969,Operations,27.44,3.55
2177,Marketing,37.82,3.77
5971,Legal,47.99,3.14
4161,Marketing,12.25,6.6
1959,Legal,44.39,4.54
1331,IT,36.77,7.83
2948,Legal,31.64,1.43
1781,Operations,31.81,2.02
5206,Sales,28.58,1.06
5914,Marketing,30.53,1.15
5343,IT,19.6,4.49
4961,Operations,40.73,6.8
1583,Engineering,45.96,1.92
4789,Marketing,36.87,6.13
5593,HR,42.19,9.88
5709,HR,33.81,8.59
4313,Legal,13.15,7.35
3117,Sales,35.68,4.61
4369,HR,9.45,7.45
5221,Operations,29.39,2.55
5415,Operations,28.57,6.04
4351,Legal,1.73,3.23
2265,Marketing,7.96,4.68
3450,Engineering,29.99,4.19
3132,Sales,38.96,9.25
4575,Marketing,49.92,3.63
1053,IT,16.9,3.15
5647,Operations,21.97,9.29
4031,HR,14.3,7.26
5428,Legal,39.17,4.62
4499,IT,4.75,7
3687,Legal,11.36,2.52
1110,Operations,12.77,7.5
4135,IT,3.71,7.7
1824,IT,24.18,6.97
1895,Legal,23.33,2.58
5843,HR,6.1,1.66
4502,Legal,37.79,3.22
5834,Finance,28.84,6.49
3600,IT,40.73,9.16
3789,Legal,48.71,5.14
3845,IT,9.43,7.4
1609,Legal,11.78,7.79
1906,Operations,23.41,4.78
3249,IT,8.79,4.76
3130,Finance,21.04,9.01
4129,Sales,44.56,4.94
3956,Sales,37.05,2.73
2651,Operations,29.8,7.68
3026,Engineering,9.93,2.31
5675,Sales,47.79,5.64
2574,Sales,24.03,4.22
4863,Marketing,32.48,1.21
2108,Operations,11.53,8.54
4992,Sales,28.53,5.05
3480,Finance,46.38,3.8
1036,Finance,2.43,2.74
4003,IT,47.55,7.07
4461,Legal,28.26,6.64
2830,Finance,37.91,2.45
2845,Engineering,41.86,7.98
1673,Engineering,25.31,1.05
5133,IT,7.28,9.52
3961,Legal,14.13,2.16
5915,Legal,35.57,3.09
1094,Sales,28.99,4.64
1934,IT,0.85,2.86
4937,IT,27.22,9.78
5548,Operations,45.15,7.84
2155,Engineering,9.17,2.31
1282,Sales,32.71,8.52
4999,HR,33.63,4.59
3359,Legal,32.33,9.17
4703,Legal,0.84,3.39
5723,Engineering,15.3,5.48
5397,Marketing,21.03,9.18
5142,IT,43.44,1.39
3837,Finance,17.69,6.2
5080,Marketing,46.21,2.43
2663,Legal,8.1,8
4978,Sales,25.29,4.75
3135,Legal,36.62,5.74
2906,Operations,17.1,5.45
3591,Engineering,2.89,3.11
2972,Finance,16.13,7.7
4153,IT,38.87,7.83
5400,IT,29.15,6.03
5375,Marketing,19.16,1.88
2018,Marketing,20.05,8.48
5221,Operations,1.22,3.86
5872,Legal,31.72,2.65
3374,IT,41.42,2.35
1482,HR,42.72,5.75
4385,Engineering,31.95,9.56
3493,Operations,44.16,2.25
2007,Marketing,44.78,6.42
2661,Sales,8.98,8.36
3288,HR,25.99,1.19
1823,Sales,42.41,6.58
5722,Engineering,7.11,5.84
4435,Legal,15.22,3.45
3257,HR,36.77,9.24
3409,Sales,16.08,2.07
4356,HR,11.65,5.19
4672,Sales,27.62,5.95
5056,Finance,47.2,4.32
1119,Sales,7.9,8.89
5814,IT,32.78,8.84
4854,Sales,5.68,9.87
3931,IT,22.71,1.82
4071,HR,7.15,1.12
2404,Marketing,32.29,9.99
4436,Finance,4.04,7.44
4093,HR,43.41,9.69
5676,Finance,5.73,5.05
2380,Operations,0.97,2.7
5757,Finance,16.75,8.82
3500,Finance,37.74,4.68
2207,Marketing,34.04,3.94
3167,Marketing,20.37,3.12
5279,Sales,22.44,9
5934,HR,1.96,9.96
